@RELATION dow_jones_index.data

@ATTRIBUTE ﻿quarter REAL
@ATTRIBUTE stock {AA,AXP,BA,BAC,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,KRFT,MCD,MMM,MRK,MSFT,PFE,PG,T,TRV,UTX,VZ,WMT,XOM}
@ATTRIBUTE date {1/14/2011,1/21/2011,1/28/2011,1/7/2011,2/11/2011,2/18/2011,2/25/2011,2/4/2011,3/11/2011,3/18/2011,3/25/2011,3/4/2011,4/1/2011,4/15/2011,4/21/2011,4/29/2011,4/8/2011,5/13/2011,5/20/2011,5/27/2011,5/6/2011,6/10/2011,6/17/2011,6/24/2011,6/3/2011}
@ATTRIBUTE open REAL
@ATTRIBUTE high REAL
@ATTRIBUTE low REAL
@ATTRIBUTE close REAL
@ATTRIBUTE volume REAL
@ATTRIBUTE percent_change_price REAL
@ATTRIBUTE next_weeks_open REAL
@ATTRIBUTE next_weeks_close REAL
@ATTRIBUTE percent_change_next_weeks_price REAL
@ATTRIBUTE days_to_next_dividend REAL
@ATTRIBUTE percent_return_next_dividend {0.07,0.08,0.09,0.1,0.16,0.17,0.18,0.19,0.2,0.27,0.28,0.29,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.5,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.09,1.1,1.11,1.12,1.13,1.15,1.16,1.17,1.18,1.19,1.27,1.29,1.3,1.31,1.32,1.33,1.34,1.35,1.36,1.37,1.38,1.39,1.4,1.41,1.42,1.49,1.51,1.52,1.53,1.54,1.56}

@DATA
2,CSCO,5/20/2011,16.82,16.87,16.34,16.53,371711669,-1.72414,16.41,16.46,0.304692,46,0.36
2,CSCO,5/27/2011,16.41,16.46,16.11,16.46,235050333,0.304692,16.59,16.01,-3.49608,39,0.36
2,CSCO,6/3/2011,16.59,16.82,15.98,16.01,256069538,-3.49608,16.04,15.12,-5.73566,32,0.37
2,CSCO,6/10/2011,16.04,16.17,15.01,15.12,412198054,-5.73566,15.14,14.97,-1.12285,25,0.4
2,CSCO,6/17/2011,15.14,15.28,14.78,14.97,401380782,-1.12285,14.94,14.93,-0.0669344,18,0.4
2,CSCO,6/24/2011,14.94,15.64,14.92,14.93,429730443,-0.0669344,14.94,15.86,6.15797,11,0.4
2,CVX,4/1/2011,106.4,109.65,105.52,108.32,35824123,1.80451,108.52,109.66,1.0505,47,0.67
2,CVX,4/8/2011,108.52,109.94,107.51,109.66,31958307,1.0505,109.74,106.24,-3.18936,40,0.67
2,CVX,4/15/2011,109.74,109.9,103.13,106.24,42617245,-3.18936,104.95,108.13,3.03001,33,0.69
2,CVX,4/21/2011,104.95,108.34,103.04,108.13,18873837,3.03001,107.37,109.44,1.92791,27,0.68
2,CVX,4/29/2011,107.37,109.6,106.68,109.44,28004621,1.92791,109.48,102.88,-6.0285,19,0.67
2,CVX,5/6/2011,109.48,109.57,101.11,102.88,44930373,-6.0285,103.25,102.39,-0.83293,12,0.71
2,CVX,5/13/2011,103.25,104.95,100.41,102.39,43103424,-0.83293,102.03,102.57,0.529256,5,0.71
2,CVX,5/20/2011,102.03,104.53,99.61,102.57,39951901,0.529256,101.13,103.21,2.05676,89,0.71
2,CVX,5/27/2011,101.13,103.86,100.7,103.21,28858240,2.05676,104.61,101,-3.45091,82,0.71
2,CVX,6/3/2011,104.61,105.21,99.57,101,32206213,-3.45091,100.9,99.67,-1.21903,75,0.72
2,CVX,6/10/2011,100.9,101.87,98.98,99.67,35612426,-1.21903,100.04,99.17,-0.869652,68,0.73
2,CVX,6/17/2011,100.04,101.29,97.71,99.17,44845243,-0.869652,98.88,97.9,-0.9911,61,0.74
2,CVX,6/24/2011,98.88,102.46,97,97.9,42615162,-0.9911,97.94,104.09,6.27935,54,0.75
2,DD,4/1/2011,54.11,55.8,53.7,55.19,23341552,1.99593,55.5,55.4,-0.18018,40,0.74
2,DD,4/8/2011,55.5,56.52,55,55.4,19685778,-0.18018,55.45,54.89,-1.00992,33,0.74
2,DD,4/15/2011,55.45,55.81,53.17,54.89,24059673,-1.00992,54.28,55.91,3.00295,26,0.75
2,DD,4/21/2011,54.28,56,53.19,55.91,15537427,3.00295,55.69,56.79,1.97522,20,0.73
2,DD,4/29/2011,55.69,56.88,54.54,56.79,27349183,1.97522,56.42,54.63,-3.17263,12,0.72
2,DD,5/6/2011,56.42,57,53.59,54.63,27498887,-3.17263,54.94,52.91,-3.69494,5,0.75
2,DD,5/13/2011,54.94,56.13,52.55,52.91,27207924,-3.69494,52.74,52.74,0,90,0.77
2,DD,5/20/2011,52.74,54,51.92,52.74,27511651,0,51.75,52.56,1.56522,83,0.78
2,DD,5/27/2011,51.75,52.56,50.5,52.56,24845668,1.56522,53.18,50.29,-5.43437,76,0.78
2,DD,6/3/2011,53.18,53.39,50.11,50.29,25203572,-5.43437,50.3,49.78,-1.0338,69,0.82
2,DD,6/10/2011,50.3,50.9,49.52,49.78,28186429,-1.0338,50.03,49.57,-0.919448,62,0.82
2,DD,6/17/2011,50.03,50.63,48.64,49.57,36027620,-0.919448,49.5,51.96,4.9697,55,0.83
2,DD,6/24/2011,49.5,51.98,49.46,51.96,34797906,4.9697,51.85,54.47,5.05304,48,0.79
2,DIS,4/1/2011,43.19,43.48,42.36,42.85,34130223,-0.787219,42.87,41.76,-2.58922,252,0.93
2,DIS,4/8/2011,42.87,43.05,41.4,41.76,39055258,-2.58922,41.76,41.52,-0.574713,245,0.96
2,DIS,4/15/2011,41.76,42.02,40.84,41.52,40820710,-0.574713,40.97,42.27,3.17305,238,0.96
2,DIS,4/21/2011,40.97,42.46,40.45,42.27,24312043,3.17305,42.34,43.1,1.79499,232,0.95
2,DIS,4/29/2011,42.34,43.35,41.71,43.1,30122091,1.79499,43.47,43.06,-0.943179,224,0.93
2,DIS,5/6/2011,43.47,43.79,42.3,43.06,35369886,-0.943179,43.32,41.52,-4.15512,217,0.93
2,DIS,5/13/2011,43.32,44.12,40.94,41.52,78855110,-4.15512,41.26,41.5,0.581677,210,0.96
2,DIS,5/20/2011,41.26,41.84,40.68,41.5,50988843,0.581677,41.15,41.52,0.899149,203,0.96
2,DIS,5/27/2011,41.15,41.52,40.55,41.52,34651349,0.899149,41.9,39.38,-6.01432,196,0.96
2,DIS,6/3/2011,41.9,41.99,39.17,39.38,52169227,-6.01432,39.18,38.5,-1.73558,189,1.02
2,DIS,6/10/2011,39.18,39.88,38.42,38.5,49099516,-1.73558,38.63,38.04,-1.52731,182,1.04
2,DIS,6/17/2011,38.63,38.86,37.77,38.04,54513950,-1.52731,37.85,37.58,-0.713342,175,1.05
2,DIS,6/24/2011,37.85,38.89,37.19,37.58,50409504,-0.713342,37.62,39.72,5.58214,168,1.06
2,GE,4/1/2011,19.81,20.5,19.53,20.34,207897262,2.67542,20.73,20.19,-2.60492,76,0.69
2,GE,4/8/2011,20.73,20.75,20.07,20.19,238618636,-2.60492,20.24,20.04,-0.988142,69,0.69
2,GE,4/15/2011,20.24,20.37,19.6,20.04,212315926,-0.988142,19.77,19.95,0.91047,62,0.7
2,GE,4/21/2011,19.77,20.54,19.51,19.95,182835072,0.91047,20.14,20.45,1.53923,56,0.7
2,GE,4/29/2011,20.14,20.85,19.89,20.45,280299000,1.53923,20.7,20.01,-3.33333,48,0.68
2,GE,5/6/2011,20.7,20.71,19.81,20.01,235180053,-3.33333,19.97,19.89,-0.400601,41,0.7
2,GE,5/13/2011,19.97,20.42,19.76,19.89,195448891,-0.400601,19.85,19.62,-1.15869,34,0.7
2,GE,5/20/2011,19.85,20.05,19.41,19.62,228297982,-1.15869,19.32,19.44,0.621118,27,0.71
2,GE,5/27/2011,19.32,19.52,18.97,19.44,169411364,0.621118,19.68,18.82,-4.36992,20,0.72
2,GE,6/3/2011,19.68,19.72,18.75,18.82,207576381,-4.36992,18.71,18.32,-2.08445,13,0.74
2,GE,6/10/2011,18.71,18.8,18.14,18.32,260898990,-2.08445,18.31,18.49,0.983069,6,0.76
2,GE,6/17/2011,18.31,18.9,18.2,18.49,261979707,0.983069,18.34,17.97,-2.01745,90,0.81
2,GE,6/24/2011,18.34,18.94,17.97,17.97,295978977,-2.01745,18,19.2,6.66667,83,0.83
2,HD,4/1/2011,37.46,37.87,36.62,37.56,52881329,0.266951,37.48,37.46,-0.0533618,74,0.67
2,HD,4/8/2011,37.48,37.96,37.21,37.46,47021433,-0.0533618,37.45,38.17,1.92256,67,0.67
2,HD,4/15/2011,37.45,38.4,37.17,38.17,42983064,1.92256,37.7,37.8,0.265252,60,0.65
2,HD,4/21/2011,37.7,38.5,37.2,37.8,24190528,0.265252,37.61,37.15,-1.22308,54,0.66
2,HD,4/29/2011,37.61,37.71,36.94,37.15,61019095,-1.22308,37.44,36.99,-1.20192,46,0.67
2,HD,5/6/2011,37.44,37.67,36.77,36.99,52439439,-1.20192,36.93,37.01,0.216626,39,0.68
2,HD,5/13/2011,36.93,37.43,36.7,37.01,41391929,0.216626,36.69,37.05,0.981194,32,0.68
2,HD,5/20/2011,36.69,37.94,36.55,37.05,53378802,0.981194,36,36,0,25,0.67
2,HD,5/27/2011,36,37,36,36,40673778,0,36.18,34.63,-4.28413,18,0.69
2,HD,6/3/2011,36.18,36.28,34.43,34.63,39307513,-4.28413,34.53,33.47,-3.06979,11,0.72
2,HD,6/10/2011,34.53,35.02,33.42,33.47,45606663,-3.06979,33.46,34.53,3.19785,4,0.75
2,HD,6/17/2011,33.46,34.93,33.41,34.53,76297124,3.19785,34.29,35.08,2.30388,74,0.72
2,HD,6/24/2011,34.29,35.69,34.28,35.08,65416820,2.30388,35.03,36.73,4.85298,67,0.71
2,HPQ,4/1/2011,42.42,42.83,37.6,40.98,90069975,-3.39463,40.65,40.7,0.123001,73,0.32
2,HPQ,4/8/2011,40.65,41.8,40.2,40.7,87672936,0.123001,40.71,40.26,-1.10538,66,0.32
2,HPQ,4/15/2011,40.71,41.55,40.12,40.26,70321527,-1.10538,39.96,40.99,2.57758,59,0.32
2,HPQ,4/21/2011,39.96,41.19,39.16,40.99,46244533,2.57758,41.06,40.37,-1.68047,53,0.32
2,HPQ,4/29/2011,41.06,41.3,39.99,40.37,82362537,-1.68047,40.69,40.81,0.294913,45,0.32
2,HPQ,5/6/2011,40.69,41.52,39.8,40.81,70249698,0.294913,40.79,40.41,-0.931601,38,0.32
2,HPQ,5/13/2011,40.79,41.74,40.22,40.41,63498759,-0.931601,40.2,35.98,-10.4975,31,0.32
2,HPQ,5/20/2011,40.2,40.34,35.91,35.98,217523955,-10.4975,35.58,36.96,3.87858,24,0.36
2,HPQ,5/27/2011,35.58,36.96,35.44,36.96,106507716,3.87858,37.28,36.11,-3.13841,17,0.35
2,HPQ,6/3/2011,37.28,37.52,36,36.11,79313559,-3.13841,35.99,35.25,-2.05613,10,0.36
2,HPQ,6/10/2011,35.99,36.24,35.14,35.25,74301015,-2.05613,35.13,35,-0.370054,3,0.37
2,HPQ,6/17/2011,35.13,35.32,33.95,35,134346312,-0.370054,34.79,34.9,0.316183,87,0.34
2,HPQ,6/24/2011,34.79,35.65,34.55,34.9,102774442,0.316183,35.05,37.05,5.70613,80,0.34
2,IBM,4/1/2011,161.54,164.42,161.12,164.27,19081936,1.68998,164.42,164.05,-0.225033,35,0.46
2,IBM,4/8/2011,164.42,164.75,163.16,164.05,17615408,-0.225033,163.44,166.21,1.69481,28,0.46
2,IBM,4/15/2011,163.44,166.34,162.3,166.21,22183383,1.69481,164.64,168.28,2.21088,21,0.45
2,IBM,4/21/2011,164.64,168.28,162.19,168.28,23662621,2.21088,167.65,170.58,1.74769,15,0.45
2,IBM,4/29/2011,167.65,173,167.23,170.58,26829625,1.74769,172.11,168.89,-1.8709,7,0.44
2,IBM,5/6/2011,172.11,173.54,167.5,168.89,29480567,-1.8709,168.39,169.92,0.908605,0,0.44
2,IBM,5/13/2011,168.39,172.77,167.82,169.92,23505533,0.908605,169.81,170.16,0.206113,87,0.44
2,IBM,5/20/2011,169.81,171.41,166.53,170.16,26027660,0.206113,168.5,167.5,-0.593472,80,0.44
2,IBM,5/27/2011,168.5,168.6,165.9,167.5,19453763,-0.593472,168.44,165.05,-2.01259,73,0.45
2,IBM,6/3/2011,168.44,169.89,164.13,165.05,23349972,-2.01259,164.76,163.18,-0.958971,66,0.45
2,IBM,6/10/2011,164.76,165.96,162.87,163.18,20646079,-0.958971,164.44,164.44,0,59,0.46
2,IBM,6/17/2011,164.44,165.1,161.52,164.44,29390025,0,163.7,165.07,0.836897,52,0.46
2,IBM,6/24/2011,163.7,166.81,163.59,165.07,22984546,0.836897,165.74,174.54,5.30952,45,0.45
2,INTC,4/1/2011,20.44,20.66,19.56,19.72,321390635,-3.5225,19.79,20.02,1.1622,33,0.91
2,INTC,4/8/2011,19.79,20.2,19.36,20.02,286343950,1.1622,20.07,19.75,-1.59442,26,0.9
2,INTC,4/15/2011,20.07,20.2,19.41,19.75,231298341,-1.59442,19.53,21.46,9.88223,19,0.91
2,INTC,4/21/2011,19.53,21.46,19.45,21.46,302470339,9.88223,21.37,23.15,8.32943,13,0.84
2,INTC,4/29/2011,21.37,23.19,21.33,23.15,466579710,8.32943,23.02,23.25,0.999131,5,0.78
2,INTC,5/6/2011,23.02,23.86,22.67,23.25,513891027,0.999131,23.13,23.41,1.21055,89,0.9
2,INTC,5/13/2011,23.13,23.83,22.65,23.41,344755154,1.21055,23.32,23.22,-0.428816,82,0.9
2,INTC,5/20/2011,23.32,23.96,23.08,23.22,387571150,-0.428816,22.92,22.21,-3.09773,75,0.9
2,INTC,5/27/2011,22.92,23.03,22.21,22.21,210446967,-3.09773,22.45,21.73,-3.20713,68,0.95
2,INTC,6/3/2011,22.45,22.64,21.67,21.73,222978209,-3.20713,21.8,21.38,-1.92661,61,0.97
2,INTC,6/10/2011,21.8,22.44,21.26,21.38,249719951,-1.92661,21.43,21.19,-1.11993,54,0.98
2,INTC,6/17/2011,21.43,26.78,21.07,21.19,294273143,-1.11993,21.19,21.2,0.0471921,47,0.99
2,INTC,6/24/2011,21.19,21.74,21.06,21.2,309031457,0.0471921,21.17,22.53,6.42419,40,0.99
2,JNJ,4/1/2011,58.98,59.73,58.93,59.49,48029143,0.8647,59.5,59.46,-0.0672269,55,0.96
2,JNJ,4/8/2011,59.5,60.18,59.25,59.46,47141409,-0.0672269,59.54,60.56,1.71313,48,0.96
2,JNJ,4/15/2011,59.54,60.95,59.49,60.56,58631682,1.71313,60.45,64.07,5.98842,41,0.94
2,JNJ,4/21/2011,60.45,64.54,60.1,64.07,72888066,5.98842,63.65,65.72,3.25216,35,0.89
2,JNJ,4/29/2011,63.65,65.98,63.4,65.72,70745990,3.25216,65.92,65.27,-0.986044,27,0.87
2,JNJ,5/6/2011,65.92,66.46,64.8,65.27,68840083,-0.986044,65.11,66.62,2.31915,20,0.87
2,JNJ,5/13/2011,65.11,67.37,65.07,66.62,66040498,2.31915,66.41,65.69,-1.08417,13,0.86
2,JNJ,5/20/2011,66.41,66.79,65.28,65.69,53385097,-1.08417,65.19,66.77,2.42368,6,0.87
2,JNJ,5/27/2011,65.19,66.77,65.08,66.77,49866786,2.42368,67.31,66.09,-1.81251,91,0.85
2,JNJ,6/3/2011,67.31,67.34,65.8,66.09,47426009,-1.81251,65.87,66.09,0.333991,84,0.86
2,JNJ,6/10/2011,65.87,67.28,65.18,66.09,52231924,0.333991,66.32,66.29,-0.0452352,77,0.86
2,JNJ,6/17/2011,66.32,67.36,65.47,66.29,58201928,-0.0452352,66.08,65.06,-1.54358,70,0.86
2,JNJ,6/24/2011,66.08,66.75,64.69,65.06,56535090,-1.54358,65.2,67.3,3.22086,63,0.88
2,JPM,4/1/2011,46.1,46.88,45.51,46.35,112702290,0.542299,46.12,46.84,1.56114,3,0.54
2,JPM,4/8/2011,46.12,47.8,46.05,46.84,121937602,1.56114,47,44.89,-4.48936,84,0.53
2,JPM,4/15/2011,47,47.37,44.83,44.89,186017520,-4.48936,44.27,44.68,0.926135,77,0.56
2,JPM,4/21/2011,44.27,44.97,43.53,44.68,113261188,0.926135,44.65,45.63,2.19485,71,0.56
2,JPM,4/29/2011,44.65,46.02,44.38,45.63,107332185,2.19485,45.94,45.04,-1.95908,63,0.55
2,JPM,5/6/2011,45.94,46.07,44.76,45.04,131213937,-1.95908,44.75,43.15,-3.57542,56,0.56
2,JPM,5/13/2011,44.75,45.5,42.98,43.15,137013704,-3.57542,42.97,43.13,0.372353,49,0.58
2,JPM,5/20/2011,42.97,44.35,42.65,43.13,145114846,0.372353,42.4,42.79,0.919811,42,0.58
2,JPM,5/27/2011,42.4,42.92,41.69,42.79,119828886,0.919811,43.24,41.57,-3.86216,35,0.58
2,JPM,6/3/2011,43.24,43.38,40.83,41.57,145187926,-3.86216,41.1,41.05,-0.121655,28,0.6
2,JPM,6/10/2011,41.1,41.5,40.1,41.05,194764785,-0.121655,41.29,40.8,-1.18673,21,0.61
2,JPM,6/17/2011,41.29,42.44,39.7,40.8,183560880,-1.18673,40.5,39.49,-2.49383,14,0.61
2,JPM,6/24/2011,40.5,41.53,39.44,39.49,167589521,-2.49383,39.4,41.58,5.53299,7,0.63
2,KRFT,4/1/2011,31.35,31.7,31.06,31.61,38759730,0.829346,31.71,31.67,-0.126143,88,0.92
2,KRFT,4/8/2011,31.71,31.88,31.35,31.67,34314135,-0.126143,31.73,33.36,5.13709,81,0.92
2,KRFT,4/15/2011,31.73,33.54,31.69,33.36,71530535,5.13709,32.72,33.38,2.01711,74,0.87
2,KRFT,4/21/2011,32.72,33.67,32.7,33.38,33399240,2.01711,33.45,33.59,0.418535,68,0.87
2,KRFT,4/29/2011,33.45,33.9,33,33.59,42547809,0.418535,33.6,34.08,1.42857,60,0.86
2,KRFT,5/6/2011,33.6,34.49,33.22,34.08,58969733,1.42857,33.81,34.89,3.19432,53,0.85
2,KRFT,5/13/2011,33.81,35.1,33.8,34.89,47572999,3.19432,34.84,35.23,1.1194,46,0.83
2,KRFT,5/20/2011,34.84,35.44,34.48,35.23,48017488,1.1194,34.97,34.75,-0.629111,39,0.82
2,KRFT,5/27/2011,34.97,35.06,34.28,34.75,31660711,-0.629111,34.79,34.1,-1.98333,32,0.83
2,KRFT,6/3/2011,34.79,35,34.05,34.1,38915498,-1.98333,34.07,33.79,-0.821837,25,0.85
2,KRFT,6/10/2011,34.07,34.39,24.3,33.79,43535139,-0.821837,33.92,34.48,1.65094,18,0.86
2,KRFT,6/17/2011,33.92,34.72,33.76,34.48,44641104,1.65094,34.39,34.6,0.610643,11,0.84
2,KRFT,6/24/2011,34.39,34.98,33.87,34.6,39770714,0.610643,34.61,35.47,2.48483,4,0.84
2,KO,4/1/2011,65.2,67.48,65.03,67.22,39265955,3.09816,67.22,67.27,0.0743826,73,0.7
2,KO,4/8/2011,67.22,67.82,66.86,67.27,32024467,0.0743826,67.25,68.01,1.13011,66,0.7
2,KO,4/15/2011,67.25,68.47,66.41,68.01,40595470,1.13011,67.57,67.88,0.458783,59,0.69
2,KO,4/21/2011,67.57,68.05,66.64,67.88,19831270,0.458783,67.95,67.46,-0.721118,53,0.69
2,KO,4/29/2011,67.95,67.98,65.81,67.46,44603365,-0.721118,67.76,66.9,-1.26919,45,0.7
2,KO,5/6/2011,67.76,67.93,66.4,66.9,33947562,-1.26919,66.86,68.18,1.97427,38,0.7
2,KO,5/13/2011,66.86,68.77,66.83,68.18,32166394,1.97427,68.1,68.3,0.293686,31,0.69
2,KO,5/20/2011,68.1,68.7,67.5,68.3,32520067,0.293686,67.59,66.51,-1.59787,24,0.69
2,KO,5/27/2011,67.59,67.9,66.3,66.51,26066805,-1.59787,66.94,65.53,-2.10636,17,0.71
2,KO,6/3/2011,66.94,67.24,65.21,65.53,31192400,-2.10636,65.51,65.39,-0.183178,10,0.72
2,KO,6/10/2011,65.51,68.05,65.07,65.39,30422351,-0.183178,65.1,65.62,0.798771,3,0.72
2,KO,6/17/2011,65.1,66.23,64.64,65.62,43194922,0.798771,65.37,64.93,-0.673092,88,0.72
2,KO,6/24/2011,65.37,66.82,64.43,64.93,49806614,-0.673092,64.85,68.09,4.99614,81,0.72
2,MCD,4/1/2011,75.55,76.5,74.87,75.99,17977737,0.582396,76.31,76.04,-0.35382,56,0.8
2,MCD,4/8/2011,76.31,76.91,75.66,76.04,22337802,-0.35382,76.15,77.38,1.61523,49,0.8
2,MCD,4/15/2011,76.15,77.54,75.83,77.38,21670715,1.61523,76.89,76.91,0.0260112,42,0.79
2,MCD,4/21/2011,76.89,78.41,76.4,76.91,17718174,0.0260112,77.15,78.31,1.50356,36,0.79
2,MCD,4/29/2011,77.15,78.59,76.54,78.31,22923015,1.50356,78.4,78.7,0.382653,28,0.78
2,MCD,5/6/2011,78.4,79.37,78.2,78.7,26460318,0.382653,79.46,80.74,1.61087,21,0.78
2,MCD,5/13/2011,79.46,80.91,79.08,80.74,26573357,1.61087,80.44,82.33,2.34958,14,0.76
2,MCD,5/20/2011,80.44,82.85,80.44,82.33,27816875,2.34958,81.53,81.62,0.110389,7,0.74
2,MCD,5/27/2011,81.53,83.08,81.49,81.62,26628471,0.110389,82.13,80.54,-1.93596,0,0.75
2,MCD,6/3/2011,82.13,82.25,80.01,80.54,23382621,-1.93596,80.6,80.36,-0.297767,88,0.76
2,MCD,6/10/2011,80.6,82.23,80,80.36,31264251,-0.297767,80.43,82.52,2.59853,81,0.76
2,MCD,6/17/2011,80.43,82.72,80.39,82.52,27515629,2.59853,82.32,81.84,-0.58309,74,0.74
2,MCD,6/24/2011,82.32,83.09,81.4,81.84,28303321,-0.58309,81.51,85.65,5.07913,67,0.75
2,MMM,4/1/2011,92.42,94.33,91.9,93.13,14958061,0.768232,92.68,93.22,0.58265,47,0.59
2,MMM,4/8/2011,92.68,94.1,92.6,93.22,12672220,0.58265,93.59,92.82,-0.822737,40,0.59
2,MMM,4/15/2011,93.59,94.64,91.75,92.82,15375510,-0.822737,91.94,93.92,2.15358,33,0.59
2,MMM,4/21/2011,91.94,94.42,90.58,93.92,9718851,2.15358,93.91,97.21,3.514,27,0.59
2,MMM,4/29/2011,93.91,97.5,93.27,97.21,20655611,3.514,97.58,95.6,-2.0291,19,0.57
2,MMM,5/6/2011,97.58,97.95,94.4,95.6,17031494,-2.0291,95.3,96.01,0.745016,12,0.58
2,MMM,5/13/2011,95.3,97.18,94.44,96.01,15657591,0.745016,95.54,93.56,-2.07243,5,0.57
2,MMM,5/20/2011,95.54,96.23,92.75,93.56,16596686,-2.07243,92.29,93.47,1.27858,89,0.59
2,MMM,5/27/2011,92.29,93.47,91.38,93.47,11695384,1.27858,94.05,90.7,-3.56194,82,0.59
2,MMM,6/3/2011,94.05,94.68,90.19,90.7,12491882,-3.56194,90.38,90.73,0.387254,75,0.61
2,MMM,6/10/2011,90.38,92.43,90.24,90.73,14734714,0.387254,91.14,91.78,0.702216,68,0.61
2,MMM,6/17/2011,91.14,92.99,90.58,91.78,15549946,0.702216,91.42,90.89,-0.579742,61,0.6
2,MMM,6/24/2011,91.42,93.92,90.68,90.89,15126028,-0.579742,91.08,96.67,6.13746,54,0.61
2,MRK,4/1/2011,32.54,33.48,32.39,33.07,60348951,1.62876,33.34,33.67,0.989802,73,1.15
2,MRK,4/8/2011,33.34,33.7,33.01,33.67,64799122,0.989802,33.68,34.51,2.46437,66,1.13
2,MRK,4/15/2011,33.68,34.97,33.27,34.51,85533686,2.46437,34.2,34.04,-0.467836,59,1.1
2,MRK,4/21/2011,34.2,34.29,33.51,34.04,47226349,-0.467836,33.7,35.95,6.67656,53,1.12
2,MRK,4/29/2011,33.7,36.25,33.63,35.95,83960030,6.67656,36.44,36.39,-0.137212,45,1.06
2,MRK,5/6/2011,36.44,36.75,35.95,36.39,82810421,-0.137212,36.11,37.08,2.68624,38,1.04
2,MRK,5/13/2011,36.11,37.3,36.1,37.08,59693542,2.68624,37.06,37.06,0,31,1.02
2,MRK,5/20/2011,37.06,37.65,36.69,37.06,74833386,0,36.67,36.21,-1.25443,24,1.03
2,MRK,5/27/2011,36.67,37.04,36.1,36.21,52416661,-1.25443,36.39,35.82,-1.56636,17,1.05
2,MRK,6/3/2011,36.39,36.76,35.76,35.82,46564832,-1.56636,35.7,35.45,-0.70028,10,1.06
2,MRK,6/10/2011,35.7,36.38,35.36,35.45,57259558,-0.70028,35.03,35.39,1.02769,3,1.07
2,MRK,6/17/2011,35.03,35.88,34.99,35.39,57933495,1.02769,35.29,34.55,-2.09691,88,1.07
2,MRK,6/24/2011,35.29,35.97,34.5,34.55,63163236,-2.09691,34.6,35.6,2.89017,81,1.1
2,MSFT,4/1/2011,25.66,25.72,25.3,25.48,258143967,-0.701481,25.45,26.07,2.43615,46,0.63
2,MSFT,4/8/2011,25.45,26.31,25.41,26.07,260749872,2.43615,26.19,25.37,-3.13097,39,0.61
2,MSFT,4/15/2011,26.19,26.25,25.09,25.37,229693684,-3.13097,25.1,25.52,1.67331,32,0.63
2,MSFT,4/21/2011,25.1,26,24.72,25.52,158547201,1.67331,25.56,25.92,1.40845,26,0.63
2,MSFT,4/29/2011,25.56,26.87,25.34,25.92,554889924,1.40845,25.94,25.87,-0.269854,18,0.62
2,MSFT,5/6/2011,25.94,26.25,25.48,25.87,346656165,-0.269854,25.8,25.03,-2.9845,11,0.62
2,MSFT,5/13/2011,25.8,25.96,24.95,25.03,382293426,-2.9845,24.96,24.49,-1.88301,4,0.64
2,MSFT,5/20/2011,24.96,25.07,24.25,24.49,311462943,-1.88301,24.21,24.76,2.27179,88,0.65
2,MSFT,5/27/2011,24.21,25.03,24.03,24.76,213316051,2.27179,24.96,23.9,-4.24679,81,0.65
2,MSFT,6/3/2011,24.96,25.1,23.84,23.9,246418070,-4.24679,23.9,23.7,-0.83682,74,0.67
2,MSFT,6/10/2011,23.9,24.25,23.69,23.7,230307366,-0.83682,23.79,24.26,1.97562,67,0.68
2,MSFT,6/17/2011,23.79,29.05,23.65,24.26,280430166,1.97562,24.17,24.3,0.537857,60,0.66
2,MSFT,6/24/2011,24.17,24.86,24.16,24.3,309206180,0.537857,24.23,26.02,7.38754,53,0.66
2,PFE,4/1/2011,20.42,20.57,20.11,20.38,170424399,-0.195886,20.55,20.46,-0.437956,40,0.98
2,PFE,4/8/2011,20.55,20.61,20.15,20.46,199157969,-0.437956,20.55,20.53,-0.0973236,33,0.98
2,PFE,4/15/2011,20.55,20.75,20.33,20.53,209481824,-0.0973236,20.32,19.79,-2.60827,26,0.97
2,PFE,4/21/2011,20.32,20.88,19.79,19.79,143338656,-2.60827,19.95,20.97,5.11278,20,1.01
2,PFE,4/29/2011,19.95,21.06,19.9,20.97,205782608,5.11278,21.14,20.55,-2.79092,12,0.95
2,PFE,5/6/2011,21.14,21.2,20.07,20.55,273973053,-2.79092,20.53,20.92,1.89966,5,0.97
2,PFE,5/13/2011,20.53,20.99,20.45,20.92,180162306,1.89966,20.84,20.69,-0.71977,82,0.96
2,PFE,5/20/2011,20.84,21.28,20.68,20.69,249113161,-0.71977,20.49,20.93,2.14739,75,0.97
2,PFE,5/27/2011,20.49,20.98,20.35,20.93,162550095,2.14739,21,20.84,-0.761905,68,0.96
2,PFE,6/3/2011,21,21.45,20.66,20.84,169014117,-0.761905,20.82,20.11,-3.41018,61,0.96
